r,centro,modelo,consec.,desc.,descripción_actual,tipo,mod.,placa,atributos,fecha_adquisición,valor_ingreso,ubicación,observaciones,evidencias,origen
76,922710,INTERLOCUTORA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,922713138,MARCA:.;SERIAL:.;MODELO:INTERLOCUTORA;OBSERVACIONES:SILLA INTERLOCUTORA TUBO REDONDO 22MM CALIBRE 16 PINTURA ELECTROESTATICA COLOR GRIS TAPIZADA ESPUMA DENSIDAD 26 COLOR NARANJA ESPALDAR EN POLIPROPILENO GRIS 3108,2017-11-01,"$152.560,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,INTERLOCUTORA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,922713139,MARCA:.;SERIAL:.;MODELO:INTERLOCUTORA;OBSERVACIONES:SILLA INTERLOCUTORA TUBO REDONDO 22MM CALIBRE 16 PINTURA ELECTROESTATICA COLOR GRIS TAPIZADA ESPUMA DENSIDAD 26 COLOR NARANJA ESPALDAR EN POLIPROPILENO GRIS 3108,2017-11-01,"$152.560,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,INTERLOCUTORA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,922713141,MARCA:.;SERIAL:.;MODELO:INTERLOCUTORA;OBSERVACIONES:SILLA INTERLOCUTORA TUBO REDONDO 22MM CALIBRE 16 PINTURA ELECTROESTATICA COLOR GRIS TAPIZADA ESPUMA DENSIDAD 26 COLOR NARANJA ESPALDAR EN POLIPROPILENO GRIS 3108,2017-11-01,"$152.560,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,INTERLOCUTORA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,922713142,MARCA:.;SERIAL:.;MODELO:INTERLOCUTORA;OBSERVACIONES:SILLA INTERLOCUTORA TUBO REDONDO 22MM CALIBRE 16 PINTURA ELECTROESTATICA COLOR GRIS TAPIZADA ESPUMA DENSIDAD 26 COLOR NARANJA ESPALDAR EN POLIPROPILENO GRIS 3108,2017-11-01,"$152.560,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,INTERLOCUTORA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,922713143,MARCA:.;SERIAL:.;MODELO:INTERLOCUTORA;OBSERVACIONES:SILLA INTERLOCUTORA TUBO REDONDO 22MM CALIBRE 16 PINTURA ELECTROESTATICA COLOR GRIS TAPIZADA ESPUMA DENSIDAD 26 COLOR NARANJA ESPALDAR EN POLIPROPILENO GRIS 3108,2017-11-01,"$152.560,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,INTERLOCUTORA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,922713144,MARCA:.;SERIAL:.;MODELO:INTERLOCUTORA;OBSERVACIONES:SILLA INTERLOCUTORA TUBO REDONDO 22MM CALIBRE 16 PINTURA ELECTROESTATICA COLOR GRIS TAPIZADA ESPUMA DENSIDAD 26 COLOR NARANJA ESPALDAR EN POLIPROPILENO GRIS 3108,2017-11-01,"$152.560,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,INTERLOCUTORA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,922713145,MARCA:.;SERIAL:.;MODELO:INTERLOCUTORA;OBSERVACIONES:SILLA INTERLOCUTORA TUBO REDONDO 22MM CALIBRE 16 PINTURA ELECTROESTATICA COLOR GRIS TAPIZADA ESPUMA DENSIDAD 26 COLOR NARANJA ESPALDAR EN POLIPROPILENO GRIS 3108,2017-11-01,"$152.560,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,INTERLOCUTORA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,922713146,MARCA:.;SERIAL:.;MODELO:INTERLOCUTORA;OBSERVACIONES:SILLA INTERLOCUTORA TUBO REDONDO 22MM CALIBRE 16 PINTURA ELECTROESTATICA COLOR GRIS TAPIZADA ESPUMA DENSIDAD 26 COLOR NARANJA ESPALDAR EN POLIPROPILENO GRIS 3108,2017-11-01,"$152.560,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,INTERLOCUTORA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,922713147,MARCA:.;SERIAL:.;MODELO:INTERLOCUTORA;OBSERVACIONES:SILLA INTERLOCUTORA TUBO REDONDO 22MM CALIBRE 16 PINTURA ELECTROESTATICA COLOR GRIS TAPIZADA ESPUMA DENSIDAD 26 COLOR NARANJA ESPALDAR EN POLIPROPILENO GRIS 3108,2017-11-01,"$152.560,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,INTERLOCUTORA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,922713149,MARCA:.;SERIAL:.;MODELO:INTERLOCUTORA;OBSERVACIONES:SILLA INTERLOCUTORA TUBO REDONDO 22MM CALIBRE 16 PINTURA ELECTROESTATICA COLOR GRIS TAPIZADA ESPUMA DENSIDAD 26 COLOR NARANJA ESPALDAR EN POLIPROPILENO GRIS 3108,2017-11-01,"$152.560,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,INTERLOCUTORA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,922713150,MARCA:.;SERIAL:.;MODELO:INTERLOCUTORA;OBSERVACIONES:SILLA INTERLOCUTORA TUBO REDONDO 22MM CALIBRE 16 PINTURA ELECTROESTATICA COLOR GRIS TAPIZADA ESPUMA DENSIDAD 26 COLOR NARANJA ESPALDAR EN POLIPROPILENO GRIS 3108,2017-11-01,"$152.560,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,INTERLOCUTORA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,922713151,MARCA:.;SERIAL:.;MODELO:INTERLOCUTORA;OBSERVACIONES:SILLA INTERLOCUTORA TUBO REDONDO 22MM CALIBRE 16 PINTURA ELECTROESTATICA COLOR GRIS TAPIZADA ESPUMA DENSIDAD 26 COLOR NARANJA ESPALDAR EN POLIPROPILENO GRIS 3108,2017-11-01,"$152.560,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,INTERLOCUTORA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,922713152,MARCA:.;SERIAL:.;MODELO:INTERLOCUTORA;OBSERVACIONES:SILLA INTERLOCUTORA TUBO REDONDO 22MM CALIBRE 16 PINTURA ELECTROESTATICA COLOR GRIS TAPIZADA ESPUMA DENSIDAD 26 COLOR NARANJA ESPALDAR EN POLIPROPILENO GRIS 3108,2017-11-01,"$152.560,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,INTERLOCUTORA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,922713153,MARCA:.;SERIAL:.;MODELO:INTERLOCUTORA;OBSERVACIONES:SILLA INTERLOCUTORA TUBO REDONDO 22MM CALIBRE 16 PINTURA ELECTROESTATICA COLOR GRIS TAPIZADA ESPUMA DENSIDAD 26 COLOR NARANJA ESPALDAR EN POLIPROPILENO GRIS 3108,2017-11-01,"$152.560,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,INTERLOCUTORA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,922713154,MARCA:.;SERIAL:.;MODELO:INTERLOCUTORA;OBSERVACIONES:SILLA INTERLOCUTORA TUBO REDONDO 22MM CALIBRE 16 PINTURA ELECTROESTATICA COLOR GRIS TAPIZADA ESPUMA DENSIDAD 26 COLOR NARANJA ESPALDAR EN POLIPROPILENO GRIS 3108,2017-11-01,"$152.560,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,INTERLOCUTORA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,922713155,MARCA:.;SERIAL:.;MODELO:INTERLOCUTORA;OBSERVACIONES:SILLA INTERLOCUTORA TUBO REDONDO 22MM CALIBRE 16 PINTURA ELECTROESTATICA COLOR GRIS TAPIZADA ESPUMA DENSIDAD 26 COLOR NARANJA ESPALDAR EN POLIPROPILENO GRIS 3108,2017-11-01,"$152.560,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,INTERLOCUTORA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,922713156,MARCA:.;SERIAL:.;MODELO:INTERLOCUTORA;OBSERVACIONES:SILLA INTERLOCUTORA TUBO REDONDO 22MM CALIBRE 16 PINTURA ELECTROESTATICA COLOR GRIS TAPIZADA ESPUMA DENSIDAD 26 COLOR NARANJA ESPALDAR EN POLIPROPILENO GRIS 3108,2017-11-01,"$152.560,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,INTERLOCUTORA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,922713157,MARCA:.;SERIAL:.;MODELO:INTERLOCUTORA;OBSERVACIONES:SILLA INTERLOCUTORA TUBO REDONDO 22MM CALIBRE 16 PINTURA ELECTROESTATICA COLOR GRIS TAPIZADA ESPUMA DENSIDAD 26 COLOR NARANJA ESPALDAR EN POLIPROPILENO GRIS 3108,2017-11-01,"$152.560,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,INTERLOCUTORA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,922713158,MARCA:.;SERIAL:.;MODELO:INTERLOCUTORA;OBSERVACIONES:SILLA INTERLOCUTORA TUBO REDONDO 22MM CALIBRE 16 PINTURA ELECTROESTATICA COLOR GRIS TAPIZADA ESPUMA DENSIDAD 26 COLOR NARANJA ESPALDAR EN POLIPROPILENO GRIS 3108,2017-11-01,"$152.560,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,INTERLOCUTORA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,922713159,MARCA:.;SERIAL:.;MODELO:INTERLOCUTORA;OBSERVACIONES:SILLA INTERLOCUTORA TUBO REDONDO 22MM CALIBRE 16 PINTURA ELECTROESTATICA COLOR GRIS TAPIZADA ESPUMA DENSIDAD 26 COLOR NARANJA ESPALDAR EN POLIPROPILENO GRIS 3108,2017-11-01,"$152.560,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,INTERLOCUTORA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,922713160,MARCA:.;SERIAL:.;MODELO:INTERLOCUTORA;OBSERVACIONES:SILLA INTERLOCUTORA TUBO REDONDO 22MM CALIBRE 16 PINTURA ELECTROESTATICA COLOR GRIS TAPIZADA ESPUMA DENSIDAD 26 COLOR NARANJA ESPALDAR EN POLIPROPILENO GRIS 3108,2017-11-01,"$152.560,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,INTERLOCUTORA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,922713161,MARCA:.;SERIAL:.;MODELO:INTERLOCUTORA;OBSERVACIONES:SILLA INTERLOCUTORA TUBO REDONDO 22MM CALIBRE 16 PINTURA ELECTROESTATICA COLOR GRIS TAPIZADA ESPUMA DENSIDAD 26 COLOR NARANJA ESPALDAR EN POLIPROPILENO GRIS 3108,2017-11-01,"$152.560,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,INTERLOCUTORA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,922713162,MARCA:.;SERIAL:.;MODELO:INTERLOCUTORA;OBSERVACIONES:SILLA INTERLOCUTORA TUBO REDONDO 22MM CALIBRE 16 PINTURA ELECTROESTATICA COLOR GRIS TAPIZADA ESPUMA DENSIDAD 26 COLOR NARANJA ESPALDAR EN POLIPROPILENO GRIS 3108,2017-11-01,"$152.560,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,INTERLOCUTORA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,922713163,MARCA:.;SERIAL:.;MODELO:INTERLOCUTORA;OBSERVACIONES:SILLA INTERLOCUTORA TUBO REDONDO 22MM CALIBRE 16 PINTURA ELECTROESTATICA COLOR GRIS TAPIZADA ESPUMA DENSIDAD 26 COLOR NARANJA ESPALDAR EN POLIPROPILENO GRIS 3108,2017-11-01,"$152.560,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,INTERLOCUTORA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,922713164,MARCA:.;SERIAL:.;MODELO:INTERLOCUTORA;OBSERVACIONES:SILLA INTERLOCUTORA TUBO REDONDO 22MM CALIBRE 16 PINTURA ELECTROESTATICA COLOR GRIS TAPIZADA ESPUMA DENSIDAD 26 COLOR NARANJA ESPALDAR EN POLIPROPILENO GRIS 3108,2017-11-01,"$152.560,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,INTERLOCUTORA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,922713165,MARCA:.;SERIAL:.;MODELO:INTERLOCUTORA;OBSERVACIONES:SILLA INTERLOCUTORA TUBO REDONDO 22MM CALIBRE 16 PINTURA ELECTROESTATICA COLOR GRIS TAPIZADA ESPUMA DENSIDAD 26 COLOR NARANJA ESPALDAR EN POLIPROPILENO GRIS 3108,2017-11-01,"$152.560,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,INTERLOCUTORA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,922713166,MARCA:.;SERIAL:.;MODELO:INTERLOCUTORA;OBSERVACIONES:SILLA INTERLOCUTORA TUBO REDONDO 22MM CALIBRE 16 PINTURA ELECTROESTATICA COLOR GRIS TAPIZADA ESPUMA DENSIDAD 26 COLOR NARANJA ESPALDAR EN POLIPROPILENO GRIS 3108,2017-11-01,"$152.560,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,INTERLOCUTORA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,922713167,MARCA:.;SERIAL:.;MODELO:INTERLOCUTORA;OBSERVACIONES:SILLA INTERLOCUTORA TUBO REDONDO 22MM CALIBRE 16 PINTURA ELECTROESTATICA COLOR GRIS TAPIZADA ESPUMA DENSIDAD 26 COLOR NARANJA ESPALDAR EN POLIPROPILENO GRIS 3108,2017-11-01,"$152.560,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,INTERLOCUTORA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,922713168,MARCA:.;SERIAL:.;MODELO:INTERLOCUTORA;OBSERVACIONES:SILLA INTERLOCUTORA TUBO REDONDO 22MM CALIBRE 16 PINTURA ELECTROESTATICA COLOR GRIS TAPIZADA ESPUMA DENSIDAD 26 COLOR NARANJA ESPALDAR EN POLIPROPILENO GRIS 3108,2017-11-01,"$152.560,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,INTERLOCUTORA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,922713170,MARCA:.;SERIAL:.;MODELO:INTERLOCUTORA;OBSERVACIONES:SILLA INTERLOCUTORA TUBO REDONDO 22MM CALIBRE 16 PINTURA ELECTROESTATICA COLOR GRIS TAPIZADA ESPUMA DENSIDAD 26 COLOR NARANJA ESPALDAR EN POLIPROPILENO GRIS 3108,2017-11-01,"$152.560,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,INTERLOCUTORA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,922713171,MARCA:.;SERIAL:.;MODELO:INTERLOCUTORA;OBSERVACIONES:SILLA INTERLOCUTORA TUBO REDONDO 22MM CALIBRE 16 PINTURA ELECTROESTATICA COLOR GRIS TAPIZADA ESPUMA DENSIDAD 26 COLOR NARANJA ESPALDAR EN POLIPROPILENO GRIS 3108,2017-11-01,"$152.560,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,AVNQ60GM2AO,287465,AIRE ACONDICIONADO,TIPO ELEMENTO DEVOLUTIVO CAPACIDAD N.A. UNIDAD DE MEDIDA UNIDAD CARACTERISTICA CONDENSADORA INVERTER,4,INVE,922713460,MARCA:LG;SERIAL:710KCYQOE786;MODELO:AVNQ60GM2AO;OBSERVACIONES:AIRE ACONDICIONADO TIPO SUSPENDIDO DE TECHO TECNOLOGIA INVERTER REFRIGERANTE R-410A 58000 CONTROL INALAMBRICO 220V/60HZ CONDENSADORA (A*L*H)MM 1600*235*690,2017-12-21,"$11.870.000,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,AVNQ60GM2AO,287465,AIRE ACONDICIONADO,TIPO ELEMENTO DEVOLUTIVO CAPACIDAD N.A. UNIDAD DE MEDIDA UNIDAD CARACTERISTICA CONDENSADORA INVERTER,4,INVE,922713461,MARCA:LG;SERIAL:710KCHEOE785;MODELO:AVNQ60GM2AO;OBSERVACIONES:AIRE ACONDICIONADO TIPO SUSPENDIDO DE TECHO TECNOLOGIA INVERTER REFRIGERANTE R-410A 58000 CONTROL INALAMBRICO 220V/60HZ CONDENSADORA (A*L*H)MM 1600*235*690,2017-12-21,"$11.870.000,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,,1231,MESA,TIPO ELEMENTO=ELEMENTO DEVOLUTIVO;UNIDAD DE MEDIDA=UNIDAD;,4,INVE,92271465,MARCA:N/A;SERIAL:N/A;MODELO:N/A;OBSERVACIONES:MESA TRAPEZOIDAL FORMICA 120*60*60 PVC N,2007-11-15,"$310.880,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,,60883,SILLA,TIPO ELEMENTO=ELEMENTO DEVOLUTIVO;UNIDAD DE MEDIDA=UNIDAD;CARACTERISTICA=FIJA;ESPECIFICACION=UNIVERSITARIO;,4,INVE,92272065,MARCA:N/A;SERIAL:N/A;MODELO:N/A;OBSERVACIONES:TAPIZADA EN TELA VERDE REFORZADA.,2008-05-29,"$156.941,04",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,,60883,SILLA,TIPO ELEMENTO=ELEMENTO DEVOLUTIVO;UNIDAD DE MEDIDA=UNIDAD;CARACTERISTICA=FIJA;ESPECIFICACION=UNIVERSITARIO;,4,INVE,92272077,MARCA:N/A;SERIAL:N/A;MODELO:N/A;OBSERVACIONES:TAPIZADA EN TELA VERDE REFORZADA.,2008-05-29,"$156.941,04",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,,60883,SILLA,TIPO ELEMENTO=ELEMENTO DEVOLUTIVO;UNIDAD DE MEDIDA=UNIDAD;CARACTERISTICA=FIJA;ESPECIFICACION=UNIVERSITARIO;,4,INVE,92272084,MARCA:N/A;SERIAL:N/A;MODELO:N/A;OBSERVACIONES:TAPIZADA EN TELA VERDE REFORZADA.,2008-05-29,"$156.941,04",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,,60883,SILLA,TIPO ELEMENTO=ELEMENTO DEVOLUTIVO;UNIDAD DE MEDIDA=UNIDAD;CARACTERISTICA=FIJA;ESPECIFICACION=UNIVERSITARIO;,4,INVE,92272093,MARCA:N/A;SERIAL:N/A;MODELO:N/A;OBSERVACIONES:TAPIZADA EN TELA VERDE REFORZADA.,2008-05-29,"$156.941,04",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,,60883,SILLA,TIPO ELEMENTO=ELEMENTO DEVOLUTIVO;UNIDAD DE MEDIDA=UNIDAD;CARACTERISTICA=FIJA;ESPECIFICACION=UNIVERSITARIO;,4,INVE,92272098,MARCA:N/A;SERIAL:N/A;MODELO:N/A;OBSERVACIONES:TAPIZADA EN TELA VERDE REFORZADA.,2008-05-29,"$156.941,04",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,NEUMATICA,239250,SILLA,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA ERGONOMICA SIN BRAZOS MATERIAL TUBO Y POLIPROPILENO SISTEMA N.A.,4,INVE,92276139,MARCA:N/A;SERIAL:.;MODELO:NEUMATICA;OBSERVACIONES:PAÑO VERDE ERGONOMICA GRADUABLE RODACHINESESPUMA DE ALTA DENSIDAD,2012-12-26,"$168.200,00",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,FIJA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,92276278,MARCA:N/A;SERIAL:.;MODELO:FIJA;OBSERVACIONES:PAÑO VERDE.TUBO ELIPTICO CAL 16.ESPUMA DE ALTA DENSIDAD ESPALDAR EN PLASTICO ESTRUCTRARA COLOR NEGRO,2012-12-26,"$79.412,44",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,FIJA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,92276291,MARCA:N/A;SERIAL:.;MODELO:FIJA;OBSERVACIONES:PAÑO VERDE.TUBO ELIPTICO CAL 16.ESPUMA DE ALTA DENSIDAD ESPALDAR EN PLASTICO ESTRUCTRARA COLOR NEGRO,2012-12-26,"$79.412,44",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,FIJA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,92276327,MARCA:N/A;SERIAL:.;MODELO:FIJA;OBSERVACIONES:PAÑO VERDE.TUBO ELIPTICO CAL 16.ESPUMA DE ALTA DENSIDAD ESPALDAR EN PLASTICO ESTRUCTRARA COLOR NEGRO,2012-12-26,"$79.412,44",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,FIJA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,92276333,MARCA:N/A;SERIAL:.;MODELO:FIJA;OBSERVACIONES:PAÑO VERDE.TUBO ELIPTICO CAL 16.ESPUMA DE ALTA DENSIDAD ESPALDAR EN PLASTICO ESTRUCTRARA COLOR NEGRO,2012-12-26,"$79.412,44",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,FIJA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,92276334,MARCA:N/A;SERIAL:.;MODELO:FIJA;OBSERVACIONES:PAÑO VERDE.TUBO ELIPTICO CAL 16.ESPUMA DE ALTA DENSIDAD ESPALDAR EN PLASTICO ESTRUCTRARA COLOR NEGRO,2012-12-26,"$79.412,44",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,FIJA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,92276354,MARCA:N/A;SERIAL:.;MODELO:FIJA;OBSERVACIONES:PAÑO VERDE.TUBO ELIPTICO CAL 16.ESPUMA DE ALTA DENSIDAD ESPALDAR EN PLASTICO ESTRUCTRARA COLOR NEGRO,2012-12-26,"$79.412,44",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,FIJA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,92276357,MARCA:N/A;SERIAL:.;MODELO:FIJA;OBSERVACIONES:PAÑO VERDE.TUBO ELIPTICO CAL 16.ESPUMA DE ALTA DENSIDAD ESPALDAR EN PLASTICO ESTRUCTRARA COLOR NEGRO,2012-12-26,"$79.412,44",,,,HERNANDEZ NEIRA JULIO CESAR
76,922710,FIJA,230510,SILLA,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE INTERLOCUTORA CARACTERISTICA FIJA,4,INVE,92276375,MARCA:N/A;SERIAL:.;MODELO:FIJA;OBSERVACIONES:PAÑO VERDE.TUBO ELIPTICO CAL 16.ESPUMA DE ALTA DENSIDAD ESPALDAR EN PLASTICO ESTRUCTRARA COLOR NEGRO,2012-12-26,"$79.412,44",,,,HERNANDEZ NEIRA JULIO CESAR
